鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元/平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year, month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan/square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
石門區,土地,下角段阿里荖小段121~150地號,3033.44,,山坡地保育區,農牧用地,1051026,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2200000,725,,0.0,0,,RPQQMLRKJILFFEF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段181~210號,31.97,住,,,1051011,土地1建物1車位1,一層，見其他登記事項,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031008,194.39999999999998,4,2,2,有,有,19100000,105686,坡道平面,25.03,1200000,,RPRQMLQKJILFFEF58CA
淡水區,土地,望高樓段301~330地號,382.64,住,,,1051024,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,32409300,84699,,0.0,0,,RPOOMLMLJILFFEF77CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段1~30號,20.85,住,,,1051009,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990105,145.89,2,2,2,有,有,9200000,63061,坡道平面,29.8,0,小房間改吧檯,RPQOMLQKJILFFEF28CA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路38巷31~60號,8.12,住,,,1051101,土地1建物1車位2,十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980218,94.78,2,1,1,有,有,6200000,65415,坡道機械,25.12,0,含增建或未登記建物。;陽台外推增建,RPSOMLQKJILFFEF48CA
汐止區,土地,鄉長厝段鄉長厝小段1~30地號,213.0,,山坡地保育區,丙種建築用地,1051021,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1780000,8357,,0.0,0,目前土地上有他人搭建鐵皮屋,RPROMLNLJHMFFDF08CA
淡水區,車位,新北市淡水區新興街61~90號,0.0,,,,1051025,土地0建物0車位1,,,其他,,,,15.0,0,0,0,有,有,740000,,坡道平面,14.99,740000,,RPTPMLSJKILFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段189巷121~150號,56.36,住,,,1050928,土地1建物1車位3,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990615,339.28999999999996,3,2,2,有,有,22360000,65902,坡道平面,52.2,0,"單獨車位交易。;原為6個機械車位,因建商未施作,故實際移轉車位為3個平面車位",RPQQMLQKKILFFEF58CA
三重區,房地(土地+建物),新北市三重區名源街31~60號,30.55,住,,,1051001,土地3建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0740724,118.99,0,0,0,無,無,17500000,147071,,0.0,0,,RPSOMLPKJILFFGF58CA
三重區,房地(土地+建物)+車位,新北市三重區信義西街31~60號,12.63,住,,,1051028,土地1建物1車位1,五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040722,169.2,3,2,2,有,有,21050000,141805,坡道平面,33.45,1800000,,RPUNMLRKJILFFGF88CA
三重區,土地,五谷王段181~210地號,707.25,住,,,1050929,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,258867400,366020,,0.0,0,,RPOOMLSLJILFFGF58CA
中和區,房地(土地+建物),新北市中和區福祥路1~30號,4.99,住,,,1051102,土地3建物1車位0,十五層,十九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0871120,54.15,1,1,1,有,有,6900000,127424,,0.0,0,,RPVOMLNLJILFFHF88CA
永和區,房地(土地+建物),新北市永和區中和路331~360號,10.71,商,,,1051025,土地2建物1車位0,四層,十九層,辦公商業大樓,商業用,鋼筋混凝土造,0830128,123.43,2,1,1,有,有,16300000,132059,,0.0,0,,RPOPMLMLJILFFHF18CA
永和區,車位,新北市永和區環河東路四段151~180號,1.42,住,,,1051015,土地0建物0車位1,,,其他,,,,40.3,0,0,0,有,無,2800000,,坡道平面,40.3,2800000,,RPQOMLMLJILFFHF28CA
中和區,房地(土地+建物),新北市中和區華新街109巷1~30號,18.69,住,,,1051027,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920805,114.78999999999999,3,2,2,有,有,11450000,99747,,0.0,0,,RPQPMLOLJILFFHF58CA
中和區,房地(土地+建物),新北市中和區連勝街151~180號,21.69,住,,,1051103,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740515,90.96,3,2,1,有,無,8500000,93448,,0.0,0,,RPTPMLPKJILFFHF88CA
中和區,房地(土地+建物),新北市中和區景平路421~450號,21.77,住,,,1051103,土地2建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670123,93.56,3,1,1,有,無,9500000,101539,,0.0,0,,RPUPMLPKJILFFHF98CA
中和區,車位,新北市中和區秀朗路三段151~180號,0.15,住,,,1051025,土地0建物0車位1,地下一層，地下二層，地下三層，地下四層,二十三層,其他,見其他登記事項,鋼筋混凝土造,0850108,43.83,0,0,0,有,有,2100000,,坡道平面,43.83,2100000,,RPWPMLPKJILFFHF56CA
中和區,房地(土地+建物),新北市中和區連勝街35巷1~30號,27.73,住,,,1051103,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770713,92.18,3,2,1,有,無,9000000,97635,,0.0,0,,RPQPMLPKJILFFHF58CA
中和區,房地(土地+建物),新北市中和區中和路91~120號,2.41,商,,,1051020,土地1建物1車位0,八層,十八層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0820921,35.769999999999996,1,1,1,有,有,3200000,89460,,0.0,0,含增建或未登記建物。;含增建或未登記建物。內含獨立產權公設，未包含在棟數內。,RPQNMLQKJILFFHF48CA
中和區,房地(土地+建物),新北市中和區中山路二段64巷31~60號,11.81,住,,,1050906,土地1建物1車位0,三層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050726,87.82000000000001,2,1,1,有,無,12570000,143134,,0.0,0,,RPRNMLRKJILFFHF68CA
永和區,房地(土地+建物),新北市永和區中和路305巷16弄1~30號,32.16,住,,,1051004,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,0630327,81.84,3,2,1,有,無,8500000,103861,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPXOMLPKJILFFHF56CA
中和區,房地(土地+建物),新北市中和區安平路156巷1~30號,39.91,住,,,1051024,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701223,105.58,3,2,2,有,無,12350000,116973,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPSPMLLLJILFFHF48CA
中和區,房地(土地+建物),新北市中和區員山路361~390號,50.37,住,,,1051025,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0570301,87.16,4,4,4,有,無,26000000,298302,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPPQMLRKJILFFHF78CA
中和區,房地(土地+建物),新北市中和區國光街112巷16弄1~30號,26.52,住,,,1051021,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0660809,89.6,3,2,1,有,無,7800000,87054,,0.0,0,,RPRQMLRKJILFFHF98CA
中和區,土地,國道段241~270地號,90.31,農,,,1051027,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2240000,24803,,0.0,0,,RPTQMLRKJILFFHF56CA
中和區,房地(土地+建物),新北市中和區秀朗路三段121~150號,19.14,住,,,1051003,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0970708,91.67999999999999,2,2,1,有,有,10400000,113438,,0.0,0,,RPQNMLMJKILFFHF08CA
三重區,房地(土地+建物),新北市三重區力行路二段136巷45弄1~30號,23.4,住,,,1051006,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700903,83.0,3,2,1,有,無,7800000,93976,,0.0,0,,RPXOMLRJKILFFGF66CA
三重區,土地,正義段91~120地號,50.04,其他,,,1051103,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10460882,209050,,0.0,0,公共設施保留地之交易。,RPPNMLSJKILFFGF48CA
三重區,房地(土地+建物),新北市三重區環河南路221巷31~60號,57.0,住,,,1051101,土地1建物2車位0,一層，平台，騎樓,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0640107,170.06,3,2,1,有,無,23800000,139951,,0.0,0,,RPWOMLLLKILFFGF78CA
中和區,房地(土地+建物),新北市中和區中山路二段131巷1~30號,27.44,住,,,1051003,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661109,81.66,3,2,2,有,無,7000000,85721,,0.0,0,,RPTRMLNKKILFFHF98CA
樹林區,土地,東豐段241~270地號,773.15,其他,,,1050911,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,35080000,45373,,0.0,0,,RPRQMLSJKILFFIF56CA
三峽區,土地,成福段成福小段961~990地號,776.0,,山坡地保育區,農牧用地,1051030,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,5155,,0.0,0,含未登記建物。,RPSOMLQKJILFFIF88CA
三峽區,房地(土地+建物)+車位,新北市三峽區民生街1巷1~30號,18.17,住,,,1051015,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1031211,123.82,2,1,1,有,有,8400000,67840,坡道平面,29.8,0,,RPQPMLQKJILFFIF78CA
三峽區,房地(土地+建物),新北市三峽區大德路151~180號,16.88,商,,,1051022,土地1建物1車位0,一層，見其他登記事項,二十五層,店面(店鋪),見其他登記事項,鋼筋混凝土造,0980730,191.87,0,0,0,無,有,33000000,171991,,0.0,0,,RPTPMLQKJILFFIF09CA
鶯歌區,房地(土地+建物),新北市鶯歌區中正二路151~180號,18.67,住,,,1051016,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840307,99.83,3,2,2,有,無,4500000,45077,,0.0,0,含傢俱設備,RPRQMLRKJILFFIF09CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區文化路211~240號,29.51,住,,,1050309,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040714,183.97,3,2,2,有,有,13980000,85190,坡道平面,36.3,1400000,,RPXQMLRKJILFFIF07CA
樹林區,房地(土地+建物)+車位,新北市樹林區佳園路三段601~630號,18.48,住,,,1051017,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971027,161.48000000000002,3,2,2,有,有,10500000,65024,坡道平面,36.93,0,,RPPOMLLLJILFFIF18CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區建國路121~150號,23.39,商,,,1051028,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941128,237.88,4,2,2,有,有,13750000,57802,坡道平面,24.85,0,,RPQOMLLLJILFFIF28CA
樹林區,房地(土地+建物)+車位,新北市樹林區太平路150巷61~90號,27.27,住,,,1051024,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0891116,185.0,4,2,2,有,有,12300000,66486,坡道平面,37.3,0,,RPOPMLLLJILFFIF18CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區文化路256巷1~30號,41.65,,鄉村區,乙種建築用地,1051017,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1020715,150.64,2,2,2,有,有,8120000,53903,升降機械,13.68,0,附贈:燈飾.熱水器1台.瓦斯爐.冷氣3台.天然瓦斯.窗簾.抽油煙機權利人有2位,RPQOMLPLJILFFIF68CA
樹林區,房地(土地+建物)+車位,新北市樹林區中興街19巷1~30號,35.65,住,,,1050923,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761107,170.93,3,2,2,有,有,14500000,84830,坡道平面,0.0,0,頂樓增建,RPROMLTLJILFFIF56CA
林口區,土地,南勢埔段頭湖小段301~330地號,309.85,工,,,1051014,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4399850,14200,,0.0,0,,RPTNMLTLJILFFBF68DA
新莊區,房地(土地+建物),新北市新莊區昌平街59巷11弄1~30號,13.42,住,,,1051019,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841220,95.93,3,2,1,有,有,9280000,96737,,0.0,0,,RPVNMLQLJILFFBF58DA
林口區,房地(土地+建物)+車位,新北市林口區仁愛路二段511~540號,18.99,商,,,1050918,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970729,189.12,2,2,2,有,有,14350000,75878,坡道平面,39.18,0,,RPOQMLMLJILFFBF77DA
泰山區,房地(土地+建物),新北市泰山區民權街31~60號,21.96,住,,,1050801,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840221,134.92,4,2,2,有,有,9800000,72636,,0.0,0,,RPVOMLMLJILFFBF28DA
林口區,土地,菁埔段後湖小段121~150地號,2792.09,農,,,1051005,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6969550,2496,,0.0,0,親友、員工或其他特殊關係間之交易。;農地買賣親友、員工或其他特殊關係間之交易。,RPOQMLRKJILFFBF18DA
林口區,房地(土地+建物)+車位,新北市林口區忠孝路61~90號,52.07,住,,,1051021,土地1建物1車位3,二十一層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020807,434.62,3,2,3,有,有,39750000,97287,坡道平面,77.43,5000000,,RPRPMLQKJILFFBF28DA
板橋區,土地,永翠段91~120地號,693.78,住,,,1051007,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,209866667,302497,,0.0,0,,RPQPMLPLJILFFAF08DA
土城區,車位,新北市土城區中央路四段241~270號,3.96,住,,,1051017,土地0建物0車位1,,,其他,,,,40.7,0,0,0,有,有,1300000,,坡道平面,40.7,1300000,,RPTOMLSKJILFFAF48DA
土城區,房地(土地+建物)+車位,新北市土城區中央路四段241~270號,30.26,住,,,1051017,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040908,182.82999999999998,3,2,2,有,無,16500000,106944,坡道平面,40.7,1300000,,RPSQMLPKJILFFAF28DA
土城區,房地(土地+建物)+車位,新北市土城區裕生路21巷6弄1~30號,23.34,住,,,1050705,土地3建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881015,167.65,4,2,2,有,有,17950000,121786,坡道平面,35.04,1800000,,RPTNMLQKJILFFAF18DA
汐止區,房地(土地+建物),新北市汐止區大同路二段241~270號,8.16,住,,,1051017,土地1建物1車位0,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,103.86,2,2,2,有,有,9450000,90988,,0.0,0,,RPRNMLTKJILFFDF58DA
汐止區,房地(土地+建物),新北市汐止區福德一路159巷1~30號,9.78,住,,,1051017,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840629,59.02,2,1,1,有,有,5880000,99627,,0.0,0,,RPXNMLMLJILFFDF58DA
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路一段105巷1~30號,22.87,住,,,1051020,土地1建物1車位2,二十六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990910,339.64,3,2,3,有,有,35000000,118516,坡道平面,66.26,2600000,含增建或未登記建物。;含增建或未登記建物。,RPXQMLQKJILFFEF66DA
新店區,車位,新北市新店區自立街99至91~120號,3.49,住,,,1051103,土地0建物0車位1,地下一層，地下二層,二十四層,其他,停車空間,見其他登記事項,0910905,33.09,0,0,0,有,有,2080000,,坡道平面,33.09,2080000,,RPSNMLRKJILFFCF38DA
新店區,房地(土地+建物)+車位,新北市新店區中央四街1~30號,14.42,住,,,1050827,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910424,129.64,3,2,2,有,有,19800000,152731,坡道機械,16.9,0,含增建或未登記建物。;含增建或未登記建物。(陽台外推),RPROMLPKJILFFCF18DA
三重區,房地(土地+建物)+車位,新北市三重區長元街91~120號,9.99,住,,,1050921,土地1建物1車位1,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020806,139.44,2,1,1,有,有,16500000,141495,坡道平面,39.79,2400000,,RPROMLLLJILFFGF28DA
中和區,房地(土地+建物)+車位,新北市中和區中正路61~90號,12.91,住,,,1050918,土地1建物1車位1,十九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891014,138.79,3,2,2,有,有,18000000,129692,坡道機械,0.0,1400000,,RPXOMLSKJILFFHF96DA
永和區,房地(土地+建物),新北市永和區中山路一段184巷1~30號,31.02,住,,,1051024,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,見其他登記事項,0640109,90.26,3,2,1,有,無,10600000,117439,,0.0,0,,RPPQMLPKJILFFHF68DA
中和區,房地(土地+建物),新北市中和區保健路33巷1~30號,15.32,住,,,1051016,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801102,74.83,2,2,1,有,無,12000000,160363,,0.0,0,,RPVNMLQKJILFFHF09DA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區尖山路271~300號,60.04,住,,,1051015,土地1建物1車位1,三層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050315,214.93,4,2,2,有,有,12650000,58856,坡道平面,27.73,0,,RPUNMLNKKILFFIF88DA
新店區,房地(土地+建物)+車位,新北市新店區碧潭路31~60號,14.73,商,,,1051031,土地1建物1車位2,四層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0840627,186.07,3,2,2,有,有,14160000,76100,升降機械,0.0,0,親友、員工或其他特殊關係間之交易。;二親等親友間之交易。,RPSOMLQKKILFFCF58EA
新店區,房地(土地+建物)+車位,新北市新店區如意街1~30號,69.24,其他,,,1050926,土地1建物1車位1,七層，八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871025,192.16,4,4,3,有,有,12000000,62451,坡道平面,36.77,0,,RPPNMLKLKILFFCF67EA
土城區,土地,大巒段811~840地號,11380.51,工,,,1050901,土地32建物0車位0,,,其他,,,,0.0,0,0,0,有,無,885403678,77800,,0.0,0,向政府機關承購之案件。;向政府機關承購之案件。撤銷原申報書序號A2FA10511220007,RPQQMLKLKHMFFAF87EA
林口區,土地,小南灣段下福小段361~390地號,12.0,其他,,,1051027,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,32400,2700,,0.0,0,,RPUNMLNLJILFFBF28EA
五股區,房地(土地+建物)+車位,新北市五股區登林路61~90號,15.28,住,,,1051028,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900611,126.74000000000001,4,1,2,有,有,7000000,55231,坡道平面,0.0,0,有夾層,RPWNMLQKJILFFBF68EA
板橋區,房地(土地+建物)+車位,新北市板橋區陽明街31~60號,13.66,住,,,1051009,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961022,103.75999999999999,2,2,1,有,有,16000000,154202,升降機械,16.39,0,,RPXOMLRJKHMFFAF88EA
